date,product_code,product,variant,sold_quantity,quater,gross_price,gross_price_total
2021-02-01,A5119110306,"AQ BZ Gen Y","Plus Red",16,Q2,486.4857,7783.7712
2021-02-01,A5119110307,"AQ BZ Gen Y","Premium Black",20,Q2,516.4580,10329.1600
2021-02-01,A5119110308,"AQ BZ Gen Y","Premium Misty Green",23,Q2,512.5811,11789.3653
2021-02-01,A5219110401,"AQ BZ Gen Z","Standard Grey",20,Q2,506.9644,10139.2880
2021-02-01,A5219110402,"AQ BZ Gen Z","Standard Blue",11,Q2,490.1582,5391.7402
2021-02-01,A5219110403,"AQ BZ Gen Z","Standard Red",26,Q2,525.8042,13670.9092
2021-02-01,A5219110405,"AQ BZ Gen Z","Plus Blue",24,Q2,521.2603,12510.2472
2021-02-01,A5219110406,"AQ BZ Gen Z","Plus Red",15,Q2,550.4597,8256.8955
2021-02-01,A5219110407,"AQ BZ Gen Z","Premium Black",7,Q2,545.5931,3819.1517
2021-02-01,A5220110408,"AQ BZ Gen Z","Premium Misty Green",9,Q2,533.0397,4797.3573
2021-02-01,A5318110103,"AQ Gamer 1","Standard Black",6,Q2,584.9722,3509.8332
2021-02-01,A5318110104,"AQ Gamer 1","Plus Firey Red",8,Q2,586.3824,4691.0592
2021-02-01,A5318110105,"AQ Gamer 1","Plus Cool Blue",9,Q2,551.3303,4961.9727
2021-02-01,A5318110106,"AQ Gamer 1","Plus Black",4,Q2,565.8747,2263.4988
2021-02-01,A5318110107,"AQ Gamer 1","Premium Black",13,Q2,571.6489,7431.4357
2021-02-01,A5318110108,"AQ Gamer 1","Premium Misty Green",7,Q2,579.6609,4057.6263
2021-02-01,A5419110201,"AQ Gamer 2","Standard Firey Red",3,Q2,585.0003,1755.0009
2021-02-01,A5419110202,"AQ Gamer 2","Standard Cool Blue",17,Q2,567.9271,9654.7607
2021-02-01,A5419110203,"AQ Gamer 2","Standard Black",8,Q2,595.5711,4764.5688
2021-02-01,A5419110204,"AQ Gamer 2","Plus Firey Red",7,Q2,602.9200,4220.4400
2021-02-01,A5419110205,"AQ Gamer 2","Plus Cool Blue",8,Q2,570.7578,4566.0624
2021-02-01,A5419110206,"AQ Gamer 2","Plus Black",13,Q2,601.6398,7821.3174
2021-02-01,A5419110207,"AQ Gamer 2","Premium Black",12,Q2,599.2302,7190.7624
2021-02-01,A5419110208,"AQ Gamer 2","Premium Misty Green",15,Q2,608.4070,9126.1050
2021-02-01,A5519110301,"AQ Gamer 3","Standard Firey Red",5,Q2,589.7411,2948.7055
2021-02-01,A5519110302,"AQ Gamer 3","Standard Cool Blue",15,Q2,605.8642,9087.9630
2021-02-01,A5519110303,"AQ Gamer 3","Standard Black",16,Q2,604.2721,9668.3536
2021-02-01,A5519110304,"AQ Gamer 3","Plus Firey Red",8,Q2,597.7704,4782.1632
2021-02-01,A5520110305,"AQ Gamer 3","Plus Cool Blue",11,Q2,632.4885,6957.3735
2021-02-01,A5520110306,"AQ Gamer 3","Plus Black",3,Q2,639.6816,1919.0448
2021-02-01,A5520110307,"AQ Gamer 3","Premium Black",14,Q2,609.7926,8537.0964
2021-02-01,A5520110308,"AQ Gamer 3","Premium Misty Green",6,Q2,590.1159,3540.6954
2021-02-01,A5620110401,"AQ Smash 1","Standard Firey Red",16,Q2,642.0698,10273.1168
2021-02-01,A5620110402,"AQ Smash 1","Standard Cool Blue",15,Q2,593.8297,8907.4455
2021-02-01,A5621110403,"AQ Smash 1","Standard Black",16,Q2,631.1855,10098.9680
2021-02-01,A5621110404,"AQ Smash 1","Plus Firey Red",16,Q2,639.9614,10239.3824
2021-02-01,A5621110405,"AQ Smash 1","Plus Cool Blue",9,Q2,601.8173,5416.3557
2021-02-01,A5621110406,"AQ Smash 1","Plus Black",9,Q2,644.3777,5799.3993
2021-02-01,A5621110407,"AQ Smash 1","Premium Black",8,Q2,655.7782,5246.2256
2021-02-01,A5621110408,"AQ Smash 1","Premium Misty Green",12,Q2,657.2525,7887.0300
2021-02-01,A5721110501,"AQ Smash 2","Standard Firey Red",14,Q2,649.6929,9095.7006
2021-02-01,A5721110502,"AQ Smash 2","Standard Cool Blue",14,Q2,627.9938,8791.9132
2021-02-01,A5721110503,"AQ Smash 2","Standard Black",8,Q2,678.3035,5426.4280
2021-02-01,A5721110504,"AQ Smash 2","Plus Firey Red",9,Q2,655.8348,5902.5132
2021-02-01,A5721110505,"AQ Smash 2","Plus Cool Blue",5,Q2,674.4272,3372.1360
2021-02-01,A5721110506,"AQ Smash 2","Plus Black",15,Q2,720.5460,10808.1900
2021-02-01,A5820110101,"AQ BZ Allin1","Standard 1",15,Q2,681.3022,10219.5330
2021-02-01,A5820110102,"AQ BZ Allin1","Standard 2",9,Q2,697.5541,6277.9869
2021-02-01,A5820110103,"AQ BZ Allin1","Standard 3",14,Q2,735.1465,10292.0510
2021-02-01,A5820110104,"AQ BZ Allin1","Plus 1",20,Q2,690.4971,13809.9420
2021-02-01,A5820110105,"AQ BZ Allin1","Plus 2",23,Q2,709.3926,16316.0298
2021-02-01,A5820110106,"AQ BZ Allin1","Plus 3",27,Q2,692.5242,18698.1534
2021-02-01,A5820110107,"AQ BZ Allin1","Premium 1",8,Q2,737.6775,5901.4200
2021-02-01,A5821110108,"AQ BZ Allin1","Premium 2",27,Q2,746.7388,20161.9476
2021-02-01,A6018110101,"AQ Home Allin1","Standard 1",2,Q2,800.4577,1600.9154
2021-02-01,A6018110102,"AQ Home Allin1","Standard 2",2,Q2,764.0542,1528.1084
2021-02-01,A6018110103,"AQ Home Allin1","Standard 3",2,Q2,770.9789,1541.9578
2021-02-01,A6018110104,"AQ Home Allin1","Plus 1",5,Q2,749.0987,3745.4935
2021-02-01,A6018110105,"AQ Home Allin1","Plus 2",3,Q2,766.6472,2299.9416
2021-02-01,A6018110106,"AQ Home Allin1","Plus 3",1,Q2,787.5874,787.5874
2021-02-01,A6019110107,"AQ Home Allin1","Premium 1",5,Q2,785.9918,3929.9590
2021-02-01,A6019110108,"AQ Home Allin1","Premium 2",2,Q2,796.6606,1593.3212
2021-02-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",2,Q2,824.0889,1648.1778
2021-02-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",3,Q2,790.1040,2370.3120
2021-02-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",5,Q2,769.5635,3847.8175
2021-02-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",4,Q2,807.2638,3229.0552
2021-02-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",5,Q2,834.9812,4174.9060
2021-02-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",3,Q2,810.6034,2431.8102
2021-02-01,A6218160101,"AQ Digit SSD",Standard,944,Q2,13.5941,12832.8304
2021-02-01,A6218160102,"AQ Digit SSD",Plus,141,Q2,15.2481,2149.9821
2021-02-01,A6219160103,"AQ Digit SSD",Premium,468,Q2,16.3003,7628.5404
2021-02-01,A6319160201,"AQ Neuer SSD",Standard,370,Q2,17.3590,6422.8300
2021-02-01,A6319160202,"AQ Neuer SSD",Plus,503,Q2,18.5733,9342.3699
2021-02-01,A6319160203,"AQ Neuer SSD",Premium,765,Q2,19.3433,14797.6245
2021-02-01,A6419160301,"AQ Clx1",Standard,341,Q2,17.8043,6071.2663
2021-02-01,A6419160302,"AQ Clx1",Plus,763,Q2,19.6723,15009.9649
2021-02-01,A6419160303,"AQ Clx1",Premium,799,Q2,19.3342,15448.0258
2021-02-01,A6519160401,"AQ Clx2",Standard,483,Q2,20.2889,9799.5387
2021-02-01,A6520160402,"AQ Clx2",Plus,595,Q2,20.1650,11998.1750
2021-02-01,A6520160403,"AQ Clx2",Premium,362,Q2,21.2830,7704.4460
2021-02-01,A6620160501,"AQ Clx3",Standard,905,Q2,22.8530,20681.9650
2021-02-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,1281,Q2,4.4411,5689.0491
2021-02-01,A6818160201,"AQ Pen Drive DRC",Standard,1299,Q2,2.9990,3895.7010
2021-02-01,A6818160202,"AQ Pen Drive DRC",Plus,345,Q2,3.8531,1329.3195
2021-02-01,A6819160203,"AQ Pen Drive DRC",Premium,370,Q2,5.0984,1886.4080
2021-02-01,A7118160101,"AQ Wi Power Dx1",Standard,338,Q2,29.6712,10028.8656
2021-02-01,A7119160102,"AQ Wi Power Dx1",Plus,683,Q2,29.9264,20439.7312
2021-02-01,A7119160103,"AQ Wi Power Dx1",Premium,465,Q2,28.7736,13379.7240
2021-02-01,A7219160201,"AQ Wi Power Dx2",Standard,353,Q2,32.9575,11633.9975
2021-02-01,A7220160202,"AQ Wi Power Dx2",Plus,567,Q2,35.2053,19961.4051
2021-02-01,A7220160203,"AQ Wi Power Dx2",Premium,559,Q2,37.4784,20950.4256
2021-02-01,A7321160301,"AQ Wi Power Dx3",Standard,615,Q2,40.7954,25089.1710
2021-02-01,A7321160302,"AQ Wi Power Dx3",Plus,717,Q2,43.9446,31508.2782
2021-02-01,A7321160303,"AQ Wi Power Dx3",Premium,186,Q2,42.8483,7969.7838
2021-04-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,199,Q3,19.0573,3792.4027
2021-04-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,247,Q3,21.4565,5299.7555
2021-04-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,186,Q3,21.7795,4050.9870
2021-04-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",27,Q3,22.9729,620.2683
2021-04-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,81,Q3,23.6987,1919.5947
2021-04-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,38,Q3,24.7312,939.7856
2021-04-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,188,Q3,23.6154,4439.6952
2021-04-01,A0320150301,"AQ Zion Saga",Standard,232,Q3,23.7223,5503.5736
2021-04-01,A0321150302,"AQ Zion Saga",Plus,86,Q3,27.1027,2330.8322
2021-04-01,A0321150303,"AQ Zion Saga",Premium,95,Q3,28.0059,2660.5605
2021-04-01,A0418150103,"AQ Mforce Gen X","Standard 3",33,Q3,19.5235,644.2755
2021-04-01,A0418150104,"AQ Mforce Gen X","Plus 1",32,Q3,19.9239,637.5648
2021-04-01,A0418150105,"AQ Mforce Gen X","Plus 2",186,Q3,20.0766,3734.2476
2021-04-01,A0418150106,"AQ Mforce Gen X","Plus 3",88,Q3,19.9365,1754.4120
2021-04-01,A0519150201,"AQ Mforce Gen Y","Standard 1",50,Q3,22.3984,1119.9200
2021-04-01,A0519150202,"AQ Mforce Gen Y","Standard 2",151,Q3,24.9298,3764.3998
2021-04-01,A0519150203,"AQ Mforce Gen Y","Standard 3",31,Q3,26.5871,824.2001
2021-04-01,A0519150204,"AQ Mforce Gen Y","Plus 1",174,Q3,26.1081,4542.8094
2021-04-01,A0519150205,"AQ Mforce Gen Y","Plus 2",70,Q3,29.7008,2079.0560
2021-04-01,A0519150206,"AQ Mforce Gen Y","Plus 3",64,Q3,31.2439,1999.6096
2021-04-01,A0519150207,"AQ Mforce Gen Y","Premium 1",119,Q3,32.4427,3860.6813
2021-04-01,A0519150208,"AQ Mforce Gen Y","Premium 2",130,Q3,30.5816,3975.6080
2021-04-01,A0619150301,"AQ Mforce Gen Z","Standard 1",42,Q3,30.4696,1279.7232
2021-04-01,A0619150302,"AQ Mforce Gen Z","Standard 2",101,Q3,34.0973,3443.8273
2021-04-01,A0620150303,"AQ Mforce Gen Z","Standard 3",114,Q3,34.2412,3903.4968
2021-04-01,A0620150304,"AQ Mforce Gen Z","Plus 1",94,Q3,37.5826,3532.7644
2021-04-01,A0620150305,"AQ Mforce Gen Z","Plus 2",182,Q3,36.5679,6655.3578
2021-04-01,A0620150306,"AQ Mforce Gen Z","Plus 3",56,Q3,37.5278,2101.5568
2021-04-01,A0621150307,"AQ Mforce Gen Z","Premium 1",165,Q3,36.2434,5980.1610
2021-04-01,A0621150308,"AQ Mforce Gen Z","Premium 2",154,Q3,39.3990,6067.4460
2021-04-01,A0721150401,"AQ GT 21",Standard,170,Q3,39.3377,6687.4090
2021-04-01,A0721150402,"AQ GT 21","Plus 1",22,Q3,39.1465,861.2230
2021-04-01,A0721150403,"AQ GT 21","Plus 2",136,Q3,39.2990,5344.6640
2021-04-01,A0721150404,"AQ GT 21",Premium,44,Q3,39.1215,1721.3460
2021-04-01,A0821150501,"AQ Marquee P3",Standard,164,Q3,40.5013,6642.2132
2021-04-01,A0821150502,"AQ Marquee P3","Plus 1",196,Q3,43.2966,8486.1336
2021-04-01,A0821150503,"AQ Marquee P3","Plus 2",113,Q3,42.3841,4789.4033
2021-04-01,A0821150504,"AQ Marquee P3",Premium,169,Q3,44.7044,7555.0436
2021-04-01,A0921150601,"AQ Marquee P4",Standard,160,Q3,45.0813,7213.0080
2021-04-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,45,Q3,111.1036,4999.6620
2021-04-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,52,Q3,123.4797,6420.9444
2021-04-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,114,Q3,123.9315,14128.1910
2021-04-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,143,Q3,124.2640,17769.7520
2021-04-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,101,Q3,129.5836,13087.9436
2021-04-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,163,Q3,139.8962,22803.0806
2021-04-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,39,Q3,135.6822,5291.6058
2021-04-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,161,Q3,145.1474,23368.7314
2021-04-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,169,Q3,142.9402,24156.8938
2021-04-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,30,Q3,149.1034,4473.1020
2021-04-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,96,Q3,150.2450,14423.5200
2021-04-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,89,Q3,160.6912,14301.5168
2021-04-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,123,Q3,160.5082,19742.5086
2021-04-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,172,Q3,169.4999,29153.9828
2021-04-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,102,Q3,176.4389,17996.7678
2021-04-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,95,Q3,186.2917,17697.7115
2021-04-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,45,Q3,185.4599,8345.6955
2021-04-01,A1618150101,"AQ MB Elite",Standard,83,Q3,19.6485,1630.8255
2021-04-01,A1618150102,"AQ MB Elite","Plus 1",83,Q3,20.4629,1698.4207
2021-04-01,A1618150103,"AQ MB Elite","Plus 2",110,Q3,21.2017,2332.1870
2021-04-01,A1618150104,"AQ MB Elite",Premium,141,Q3,21.4489,3024.2949
2021-04-01,A1718150201,"AQ MB Crossx",Standard,81,Q3,21.8879,1772.9199
2021-04-01,A1718150202,"AQ MB Crossx","Plus 1",101,Q3,22.8957,2312.4657
2021-04-01,A1718150203,"AQ MB Crossx","Plus 2",76,Q3,27.3445,2078.1820
2021-04-01,A1718150204,"AQ MB Crossx",Premium,132,Q3,28.3991,3748.6812
2021-04-01,A1819150301,"AQ MB Crossx 2",Standard,40,Q3,28.8615,1154.4600
2021-04-01,A1819150302,"AQ MB Crossx 2","Plus 1",143,Q3,31.9525,4569.2075
2021-04-01,A1819150303,"AQ MB Crossx 2","Plus 2",36,Q3,32.1924,1158.9264
2021-04-01,A1819150304,"AQ MB Crossx 2",Premium,85,Q3,32.2612,2742.2020
2021-04-01,A1919150401,"AQ MB Lito",Standard,50,Q3,33.7609,1688.0450
2021-04-01,A1919150402,"AQ MB Lito","Plus 1",45,Q3,35.0256,1576.1520
2021-04-01,A1919150403,"AQ MB Lito","Plus 2",73,Q3,35.8350,2615.9550
2021-04-01,A1920150404,"AQ MB Lito",Premium,47,Q3,38.9780,1831.9660
2021-04-01,A2020150501,"AQ MB Lito 2",Standard,78,Q3,41.3696,3226.8288
2021-04-01,A2020150502,"AQ MB Lito 2","Plus 1",79,Q3,39.3932,3112.0628
2021-04-01,A2021150503,"AQ MB Lito 2","Plus 2",98,Q3,45.4377,4452.8946
2021-04-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",291,Q3,2.9434,856.5294
2021-04-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",657,Q3,3.9998,2627.8686
2021-04-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",944,Q3,4.5295,4275.8480
2021-04-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",907,Q3,5.0459,4576.6313
2021-04-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",362,Q3,4.6904,1697.9248
2021-04-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",940,Q3,5.2542,4938.9480
2021-04-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",173,Q3,5.4383,940.8259
2021-04-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",495,Q3,6.4054,3170.6730
2021-04-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",930,Q3,6.7301,6258.9930
2021-04-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",131,Q3,7.3526,963.1906
2021-04-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",682,Q3,7.9813,5443.2466
2021-04-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",256,Q3,8.3193,2129.7408
2021-04-01,A2319150301,"AQ Gamers Ms","Standard 1",508,Q3,8.8044,4472.6352
2021-04-01,A2319150302,"AQ Gamers Ms","Standard 2",428,Q3,8.9901,3847.7628
2021-04-01,A2319150303,"AQ Gamers Ms","Plus 1",576,Q3,9.3977,5413.0752
2021-04-01,A2319150304,"AQ Gamers Ms","Plus 2",462,Q3,10.4573,4831.2726
2021-04-01,A2319150305,"AQ Gamers Ms","Premium 1",256,Q3,10.4370,2671.8720
2021-04-01,A2319150306,"AQ Gamers Ms","Premium 2",362,Q3,10.8659,3933.4558
2021-04-01,A2419150401,"AQ Lite Ms","Standard 1",295,Q3,11.4829,3387.4555
2021-04-01,A2419150402,"AQ Lite Ms","Standard 2",1025,Q3,11.2819,11563.9475
2021-04-01,A2419150403,"AQ Lite Ms","Plus 1",262,Q3,10.8925,2853.8350
2021-04-01,A2419150404,"AQ Lite Ms","Plus 2",449,Q3,11.6332,5223.3068
2021-04-01,A2419150405,"AQ Lite Ms","Premium 1",745,Q3,12.7423,9493.0135
2021-04-01,A2420150406,"AQ Lite Ms","Premium 2",851,Q3,12.2979,10465.5129
2021-04-01,A2520150501,"AQ Maxima Ms","Standard 1",470,Q3,12.0689,5672.3830
2021-04-01,A2520150502,"AQ Maxima Ms","Standard 2",204,Q3,14.5267,2963.4468
2021-04-01,A2520150503,"AQ Maxima Ms","Plus 1",376,Q3,14.1682,5327.2432
2021-04-01,A2520150504,"AQ Maxima Ms","Plus 2",911,Q3,14.2800,13009.0800
2021-04-01,A2520150505,"AQ Maxima Ms","Premium 1",788,Q3,15.1762,11958.8456
2021-04-01,A2520150506,"AQ Maxima Ms","Premium 2",597,Q3,14.5677,8696.9169
2021-04-01,A2620150601,"AQ Qwerty Ms","Standard 1",206,Q3,14.9013,3069.6678
2021-04-01,A2620150602,"AQ Qwerty Ms","Standard 2",343,Q3,15.8102,5422.8986
2021-04-01,A2620150603,"AQ Qwerty Ms","Plus 1",428,Q3,15.9792,6839.0976
2021-04-01,A2620150604,"AQ Qwerty Ms","Plus 2",572,Q3,16.5491,9466.0852
2021-04-01,A2620150605,"AQ Qwerty Ms","Premium 1",266,Q3,16.5882,4412.4612
2021-04-01,A2620150606,"AQ Qwerty Ms","Premium 2",327,Q3,16.7850,5488.6950
2021-04-01,A2720150701,"AQ Trigger Ms","Standard 1",239,Q3,17.0917,4084.9163
2021-04-01,A2721150702,"AQ Trigger Ms","Standard 2",370,Q3,17.2368,6377.6160
2021-04-01,A2721150703,"AQ Trigger Ms","Plus 1",782,Q3,16.9353,13243.4046
2021-04-01,A2721150704,"AQ Trigger Ms","Plus 2",156,Q3,19.5860,3055.4160
2021-04-01,A2721150705,"AQ Trigger Ms","Premium 1",599,Q3,19.4042,11623.1158
2021-04-01,A2721150706,"AQ Trigger Ms","Premium 2",229,Q3,20.0537,4592.2973
2021-04-01,A2821150801,"AQ Lumina Ms","Standard 1",283,Q3,21.7118,6144.4394
2021-04-01,A2918150101,"AQ Master wired x1","Standard 1",561,Q3,6.8991,3870.3951
2021-04-01,A2918150102,"AQ Master wired x1","Standard 2",130,Q3,7.5979,987.7270
2021-04-01,A2918150103,"AQ Master wired x1","Plus 1",648,Q3,7.7693,5034.5064
2021-04-01,A2918150104,"AQ Master wired x1","Plus 2",699,Q3,8.9514,6257.0286
2021-04-01,A2918150105,"AQ Master wired x1","Premium 1",730,Q3,9.4650,6909.4500
2021-04-01,A2918150106,"AQ Master wired x1","Premium 2",428,Q3,10.4188,4459.2464
2021-04-01,A3018150201,"AQ Master wireless x1","Standard 1",815,Q3,10.7955,8798.3325
2021-04-01,A3018150202,"AQ Master wireless x1","Standard 2",667,Q3,11.0524,7371.9508
2021-04-01,A3018150203,"AQ Master wireless x1","Plus 1",385,Q3,12.3739,4763.9515
2021-04-01,A3019150204,"AQ Master wireless x1","Plus 2",544,Q3,11.6011,6310.9984
2021-04-01,A3019150205,"AQ Master wireless x1","Premium 1",377,Q3,12.0509,4543.1893
2021-04-01,A3019150206,"AQ Master wireless x1","Premium 2",320,Q3,13.0018,4160.5760
2021-04-01,A3119150301,"AQ Gamers ","Standard 1",208,Q3,13.5061,2809.2688
2021-04-01,A3119150302,"AQ Gamers ","Standard 2",577,Q3,15.3071,8832.1967
2021-04-01,A3119150303,"AQ Gamers ","Plus 1",296,Q3,16.2407,4807.2472
2021-04-01,A3120150304,"AQ Gamers ","Plus 2",419,Q3,16.3792,6862.8848
2021-04-01,A3120150305,"AQ Gamers ","Premium 1",357,Q3,16.3218,5826.8826
2021-04-01,A3120150306,"AQ Gamers ","Premium 2",444,Q3,19.3003,8569.3332
2021-04-01,A3220150401,"AQ Lite","Standard 1",171,Q3,18.4943,3162.5253
2021-04-01,A3220150402,"AQ Lite","Standard 2",396,Q3,18.7947,7442.7012
2021-04-01,A3220150403,"AQ Lite","Plus 1",787,Q3,18.5844,14625.9228
2021-04-01,A3220150404,"AQ Lite","Plus 2",759,Q3,18.4219,13982.2221
2021-04-01,A3220150405,"AQ Lite","Premium 1",401,Q3,18.9415,7595.5415
2021-04-01,A3220150406,"AQ Lite","Premium 2",813,Q3,20.0066,16265.3658
2021-04-01,A3320150501,"AQ Maxima","Standard 1",442,Q3,20.3908,9012.7336
2021-04-01,A3320150502,"AQ Maxima","Standard 2",818,Q3,21.6988,17749.6184
2021-04-01,A3320150503,"AQ Maxima","Plus 1",188,Q3,20.8733,3924.1804
2021-04-01,A3320150504,"AQ Maxima","Plus 2",834,Q3,22.1341,18459.8394
2021-04-01,A3320150505,"AQ Maxima","Premium 1",257,Q3,23.0844,5932.6908
2021-04-01,A3320150506,"AQ Maxima","Premium 2",815,Q3,23.7678,19370.7570
2021-04-01,A3420150601,"AQ Qwerty","Standard 1",852,Q3,24.5690,20932.7880
2021-04-01,A3420150602,"AQ Qwerty","Standard 2",387,Q3,23.9726,9277.3962
2021-04-01,A3421150603,"AQ Qwerty","Plus 1",391,Q3,26.9507,10537.7237
2021-04-01,A3421150604,"AQ Qwerty","Plus 2",107,Q3,27.4152,2933.4264
2021-04-01,A3421150605,"AQ Qwerty","Premium 1",685,Q3,29.8692,20460.4020
2021-04-01,A3421150606,"AQ Qwerty","Premium 2",317,Q3,29.6709,9405.6753
2021-04-01,A3521150701,"AQ Trigger","Standard 1",239,Q3,29.3872,7023.5408
2021-04-01,A3521150702,"AQ Trigger","Standard 2",171,Q3,30.3414,5188.3794
2021-04-01,A3521150703,"AQ Trigger","Plus 1",480,Q3,31.7665,15247.9200
2021-04-01,A3521150704,"AQ Trigger","Plus 2",655,Q3,33.6246,22024.1130
2021-04-01,A3521150705,"AQ Trigger","Premium 1",852,Q3,34.5114,29403.7128
2021-04-01,A3718150101,"AQ LION x1",Standard,20,Q3,16.5127,330.2540
2021-04-01,A3718150102,"AQ LION x1","Plus 1 ",13,Q3,16.1015,209.3195
2021-04-01,A3718150103,"AQ LION x1","Plus 2",79,Q3,17.5697,1388.0063
2021-04-01,A3718150105,"AQ LION x1",Premium,63,Q3,18.0312,1135.9656
2021-04-01,A3818150201,"AQ LION x2",Standard,62,Q3,17.2648,1070.4176
2021-04-01,A3818150202,"AQ LION x2","Plus 1 ",51,Q3,17.5197,893.5047
2021-04-01,A3819150203,"AQ LION x2","Plus 2",70,Q3,18.4533,1291.7310
2021-04-01,A3819150204,"AQ LION x2","Plus 3",63,Q3,21.1942,1335.2346
2021-04-01,A3819150205,"AQ LION x2",Premium,39,Q3,21.6066,842.6574
2021-04-01,A3920150301,"AQ LION x3",Standard,65,Q3,22.1454,1439.4510
2021-04-01,A3920150302,"AQ LION x3","Plus 1 ",42,Q3,23.1520,972.3840
2021-04-01,A3920150303,"AQ LION x3","Plus 2",88,Q3,25.4670,2241.0960
2021-04-01,A3920150304,"AQ LION x3","Plus 3",42,Q3,25.0442,1051.8564
2021-04-01,A3920150305,"AQ LION x3",Premium,86,Q3,27.4546,2361.0956
2021-04-01,A4020150401,"AQ Mx NB",Standard,62,Q3,26.9302,1669.6724
2021-04-01,A4020150402,"AQ Mx NB","Plus 1 ",20,Q3,28.4500,569.0000
2021-04-01,A4021150403,"AQ Mx NB","Plus 2",70,Q3,29.9423,2095.9610
2021-04-01,A4021150404,"AQ Mx NB","Plus 3",14,Q3,28.5800,400.1200
2021-04-01,A4021150405,"AQ Mx NB",Premium,25,Q3,31.7029,792.5725
2021-04-01,A4118110105,"AQ Aspiron","Plus Blue",15,Q3,182.8932,2743.3980
2021-04-01,A4118110106,"AQ Aspiron","Plus Red",38,Q3,187.7533,7134.6254
2021-04-01,A4118110107,"AQ Aspiron","Premium Black",17,Q3,195.7721,3328.1257
2021-04-01,A4218110201,"AQ Digit","Standard Grey",12,Q3,200.2732,2403.2784
2021-04-01,A4218110202,"AQ Digit","Standard Blue",30,Q3,215.9341,6478.0230
2021-04-01,A4218110203,"AQ Digit","Standard Red",13,Q3,236.8486,3079.0318
2021-04-01,A4218110204,"AQ Digit","Plus Grey",33,Q3,232.1038,7659.4254
2021-04-01,A4218110205,"AQ Digit","Plus Blue",36,Q3,240.1403,8645.0508
2021-04-01,A4218110206,"AQ Digit","Plus Red",22,Q3,237.0183,5214.4026
2021-04-01,A4218110207,"AQ Digit","Premium Black",30,Q3,249.1303,7473.9090
2021-04-01,A4218110208,"AQ Digit","Premium Misty Green",33,Q3,243.0414,8020.3662
2021-04-01,A4318110301,"AQ Velocity","Standard Grey",10,Q3,264.7000,2647.0000
2021-04-01,A4319110302,"AQ Velocity","Standard Blue",25,Q3,267.2091,6680.2275
2021-04-01,A4319110303,"AQ Velocity","Standard Red",27,Q3,261.2305,7053.2235
